,tweetId,createdAt,text,retweetCount,likeCount,isQuote,place,hashtags,userMentions,source,sourceUrl,userId,userName,userScreenName,userCreatedAt,userFollowersCount,userDescription,userVerified,userProtected,userLocation,userFriendsCount,userStatusesCount,userListedCount
0,1324056762220122113,2020-11-04 18:31:46,#CountEveryVote #CountAllTheVotes #CountTheVotes #BidenHarris2020 #Biden https://t.co/wzNnWBieRS,0,0,True,,"{'text': 'CountEveryVote', 'indices': [0, 15]},{'text': 'CountAllTheVotes', 'indices': [16, 33]},{'text': 'CountTheVotes', 'indices': [34, 48]},{'text': 'BidenHarris2020', 'indices': [49, 65]},{'text': 'Biden', 'indices': [66, 72]}",,Twitter Web App,https://mobile.twitter.com,23856239,Gary Spivack,thegaryspivack,2009-03-11 23:54:23,116,DWP-executive VP,False,False,"Los Angeles, CA",460,3611,1
,1324056686445973506,2020-11-04 18:31:28,"The barn votes were being added up by the barn cats who got bored last nite, licked themselves for awhile. then wen… https://t.co/wuhgri1Y7o",0,0,False,,,,,Twitter Web App,https://mobile.twitter.com,82410974,Lou Brutus,LouBrutus,2009-10-14 17:29:19,78967,"“SONIC WARRIOR: My Life As A Rock N Roll Reprobate” by @LouBrutus. Print, eBook and audiobook on-sale now. Available from @Amazon @AmazonKindle or @Audible_com.",True,False,Rock N Roll High School,655,22723,533
,1324056685271486467,2020-11-04 18:31:28,"RT @AynRandPaulRyan: Think back to 2018.

Remember that night, when all of the pundits were saying, ""well, it's not the blue wave the Democ…",586,0,False,,,,"{'screen_name': 'AynRandPaulRyan', 'name': ""Holly Figueroa O'Reilly"", 'id': 755835576, 'id_str': '755835576', 'indices': [3, 19]}",Twitter for iPad,http://twitter.com/#!/download/ipad,1109820169,RELENTLESS Fake President 🤥,CarolynYoung64,2013-01-21 19:02:08,7187,"Editor, Daily Tweet Awards for Best, Funniest & Most Disturbing. Founder of #VoicesResisting. Advertising, Branding, Artist & Advocate. Get busy! #FBR",False,False,PA,5416,30524,17
,1324056685196021760,2020-11-04 18:31:28,"RT @TheSWPrincess: THIS.

Waiting is hell. We're ALL stressed and tense.

But putting panic, or gloom and doom out there plays right into T…",27,0,True,,,,"{'screen_name': 'TheSWPrincess', 'name': 'Leia🇨🇴 I Voted Early', 'id': 815708250217840640, 'id_str': '815708250217840640', 'indices': [3, 17]}",Twitter for iPhone,http://twitter.com/download/iphone,502144364,Christy,FoxyFlyGurl,2012-02-24 21:16:12,1185,"Biden 2020 campaign volunteer, MBA, Student Pilot, Motivational Speaker, Nutritionist, Mom to 3 beautiful kids, I like to speak my mind... #resistance #FBR",False,False,,2367,5072,2
,1324056685141356544,2020-11-04 18:31:28,"RT @swingleft: As of today, 70 million Americans voted for @JoeBiden, smashing @BarackObama's 2008 record for most votes received by a US p…",20,0,False,,,,"{'screen_name': 'swingleft', 'name': 'Swing Left', 'id': 800704496246484992, 'id_str': '800704496246484992', 'indices': [3, 13]},{'screen_name': 'JoeBiden', 'name': 'Joe Biden', 'id': 939091, 'id_str': '939091', 'indices': [59, 68]},{'screen_name': 'BarackObama', 'name': 'Barack Obama', 'id': 813286, 'id_str': '813286', 'indices': [79, 91]}",Twitter for iPhone,http://twitter.com/download/iphone,833178604057944064,SLCA10,swingleftCA10,2017-02-19 04:57:13,1037,Educator who feels the time has come to take a stand for our future and that of the children we leave behind.,False,False,"California, USA",723,14328,5
,1324056685003104256,2020-11-04 18:31:28,"RT @maddenifico: Trump can recount the votes 'til his heart's content.

As long as the corrupt con-man has his depraved ass out of the Peop…",1,0,False,,,,"{'screen_name': 'maddenifico', 'name': 'Bill Madden', 'id': 349803020, 'id_str': '349803020', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,1629205153,elizabeth e carter,elizabethecarte,2013-07-29 01:36:27,3207,"#Forever Royals Baseball, Proud Liberal #FBR",False,False,"Kansas City, MO",4967,102756,12
,1324056684877283330,2020-11-04 18:31:28,"RT @81noremaC70: I saw Alabama and I decided to take a picture of it. 

#CountEveryVote #Elections2020 #ElectionNight #Election2020 #VOTE #…",1,0,False,,,"{'text': 'CountEveryVote', 'indices': [72, 87]},{'text': 'Elections2020', 'indices': [88, 102]},{'text': 'ElectionNight', 'indices': [103, 117]},{'text': 'Election2020', 'indices': [118, 131]},{'text': 'VOTE', 'indices': [132, 137]}","{'screen_name': '81noremaC70', 'name': '🧠🐢🇺🇸🗽💙', 'id': 1193953423378518016, 'id_str': '1193953423378518016', 'indices': [3, 15]}",Twitter Web App,https://mobile.twitter.com,52906302,"Antonia Cabral "" Resister"" Vote Blue No Matter Who",silverncopper,2009-07-02 00:23:45,11591,"Baby boomer, Resist, Vote Blue No Matter Who 💙💙🇺🇸 # BLM Justice For All. Love you all resisters. I stand against hate, racism and everything in between",False,False,"El Paso, Texas  United States",12338,86792,16
,1324056683757318149,2020-11-04 18:31:27,#CountEveryVote https://t.co/O3WB3jtPIa,0,0,True,,,"{'text': 'CountEveryVote', 'indices': [0, 15]}",,Twitter Web App,https://mobile.twitter.com,1406493488,sheri simasek,SSimasek,2013-05-06 01:22:25,140,"Virtual Assistant specializing in project management, marketing and content creation.",False,False,Orlando FL,363,3,6
,1324056677516218369,2020-11-04 18:31:26,It's quite funny that the man who wanted counting stopped hours ago is now demanding a recount in Wisconsin. #CountEveryVote,0,0,False,,,"{'text': 'CountEveryVote', 'indices': [109, 124]}",,Twitter Web App,https://mobile.twitter.com,245079791,Dave Madden #FBPE🇪🇺,redmadden,2011-01-30 20:49:41,2485,"Writer, editor, journalist, lecturer (and student again). Typos my own.",False,False,Manchester or Mayo,3899,106306,61
,1324056677331644416,2020-11-04 18:31:26,"RT @BillyBaldwin: If Biden takes Nevada, Wisconsin &amp; Michigan... he wins without Pennsylvania.
#CountEveryVote 
#EveryVoteCounts
#BidenHarr…",100,0,False,,,"{'text': 'CountEveryVote', 'indices': [99, 114]},{'text': 'EveryVoteCounts', 'indices': [116, 132]}","{'screen_name': 'BillyBaldwin', 'name': 'Billy Baldwin', 'id': 784890784273215488, 'id_str': '784890784273215488', 'indices': [3, 16]}",Twitter Web App,https://mobile.twitter.com,2326755870,#VoteBidenHarris2020 #BlueWave #Democrat,KimKimbowman,2014-02-04 08:42:32,11817,"Loves life, family and animals.  I want a better world for the future. I want America back. #VoteBlueNoMatterWho",False,False,,12976,107192,5
,1324056674575986689,2020-11-04 18:31:25,"RT @tizzywoman: This squirrel wants you to know that it’ll be ok. Anything that was in tRump’s head is pretty much gone now. 

#CountEveryV…",17,0,False,,,,"{'screen_name': 'tizzywoman', 'name': 'Justice Seeker ~ #CountEveryVote💥', 'id': 2460279166, 'id_str': '2460279166', 'indices': [3, 14]}",Twitter for iPhone,http://twitter.com/download/iphone,1593224094,FoggyBottomGal ™️,foggybottomgal,2013-07-14 12:11:26,8229,*The Original FoggyBottomGal* 🕸 ‘siyo!☮Sassafrass ♐️MixedAncestry~AT/Blue Ridge{RidgeRunner}♻️Eclectic Crone Empath🕉~Bright Blessings\Fair Thee Well☯,False,False,"Cherokee National Forest,TN/NC",9049,760907,495
,1324056672638218242,2020-11-04 18:31:25,"RT @EDFaction: Millions of voters braved a pandemic and voter suppression to use their voice and their vote, and we have to honor that by m…",2,0,False,,,,"{'screen_name': 'EDFaction', 'name': 'EDF Action', 'id': 3472378697, 'id_str': '3472378697', 'indices': [3, 13]}",Twitter for Android,http://twitter.com/download/android,111732948,Mary Bushur,joanbushur,2010-02-06 00:03:19,1015,"She/Her I like to think I'm clever. And remotely funny. Don't we all? I also love to think out loud. Don't worry, I heavily edit the voices in my head.",False,False,Missouri,409,463692,263
,1324056671686152192,2020-11-04 18:31:24,"RT @MTV: As the ballot counting continues, our voices will be heard. Democracy is worth the wait. #CountEveryVote 

h/t: Design For Democra…",6,0,False,,,"{'text': 'CountEveryVote', 'indices': [98, 113]}","{'screen_name': 'MTV', 'name': 'MTV', 'id': 2367911, 'id_str': '2367911', 'indices': [3, 7]}",Twitter Web App,https://mobile.twitter.com,94826265,Erika Soto Lamb aka ESL,erikasotolamb,2009-12-05 16:56:15,1741,"Cultural chiropractor @ComedyCentral, @MTV. Helped start @PowerThePolls, #VoteEarlyDay, @Everytown @MomsDemand. Proud Latina. ELP to NYC w/ CA & MA between.",False,False,,1310,3964,53
,1324056670306258945,2020-11-04 18:31:24,"RT @HRC: #CountEveryVote
#CountEveryVote
#CountEveryVote
#CountEveryVote
#CountEveryVote
#CountEveryVote
#CountEveryVote
#CountEveryVote
#C…",408,0,False,,,"{'text': 'CountEveryVote', 'indices': [9, 24]},{'text': 'CountEveryVote', 'indices': [25, 40]},{'text': 'CountEveryVote', 'indices': [41, 56]},{'text': 'CountEveryVote', 'indices': [57, 72]},{'text': 'CountEveryVote', 'indices': [73, 88]},{'text': 'CountEveryVote', 'indices': [89, 104]},{'text': 'CountEveryVote', 'indices': [105, 120]},{'text': 'CountEveryVote', 'indices': [121, 136]}","{'screen_name': 'HRC', 'name': 'Human Rights Campaign', 'id': 19608297, 'id_str': '19608297', 'indices': [3, 7]}",Twitter for iPhone,http://twitter.com/download/iphone,2566003536,Taylor Smith,taylormarie554,2014-06-13 22:39:02,217,,False,False,,199,1858,0
,1324056670109126657,2020-11-04 18:31:24,#WaitForIt #CountEveryVote https://t.co/FSBhXhGoh3,0,0,True,,,"{'text': 'WaitForIt', 'indices': [0, 10]},{'text': 'CountEveryVote', 'indices': [11, 26]}",,Twitter for iPhone,http://twitter.com/download/iphone,16230217,dorothy shestak,dstar,2008-09-10 23:37:45,202,i work in wardrobe at book of mormon when there’s no global pandemic. now i mostly play merge dragons while listening to audiobooks. she/her,False,False,brooklyn,177,8535,6
,1324056669970558976,2020-11-04 18:31:24,@SaraGideon Please don’t give up yet! #CountEveryVote #KeepCountingVotes,0,0,False,,,"{'text': 'CountEveryVote', 'indices': [38, 53]},{'text': 'KeepCountingVotes', 'indices': [54, 72]}","{'screen_name': 'SaraGideon', 'name': 'Sara Gideon', 'id': 1139607716941500417, 'id_str': '1139607716941500417', 'indices': [0, 11]}",Twitter for iPhone,http://twitter.com/download/iphone,1236391191882526720,Leslie_Kn0pe_Resists,Kn0peLeslie,2020-03-07 20:40:20,4165,"I voted, did you? If you’re not angry, you’re not paying attention. #WearADamnMask #VoteBlue #TruthMatters #BLM #Hospitalist(IM) #MilitarySpouse. Loves waffles.",False,False,,4511,6661,6
,1324056669660147713,2020-11-04 18:31:24,"RT @DebraMessing: HEY #GEORGIA !!!!!

You have until this Friday to #Cure your vote!  If you voted and there was a problem with it (signatu…",1765,0,True,,,"{'text': 'GEORGIA', 'indices': [22, 30]},{'text': 'Cure', 'indices': [68, 73]}","{'screen_name': 'DebraMessing', 'name': 'Debra Messing✍🏻', 'id': 499073990, 'id_str': '499073990', 'indices': [3, 16]}",Twitter Web App,https://mobile.twitter.com,2771375198,"Bren🌵Turn America Blue, Hillary is right,Biden",Dazy2008,2014-08-26 21:52:41,4354,"Artist, godless liberal, women's rights,equality for all,animal lover,antiTrump, antiGOP, Biden/Harris 2020,#impeachtrump,#VoteBlueToSaveHumanity,
NO LISTS",False,False,"Sahuarita, Arizona",3893,29490,1
,1324056669031051264,2020-11-04 18:31:24,RT @Jdorevstyss: My aunt is still on life support this morning and will be in the hospital for the rest of the week 😭  she's very grateful…,1,0,False,,,,"{'screen_name': 'Jdorevstyss', 'name': 'Jdore 🌸', 'id': 1186116452295688192, 'id_str': '1186116452295688192', 'indices': [3, 15]}",Twitter for iPhone,http://twitter.com/download/iphone,1054224718016827392,israel 🌙 ❄️,dazingreveries,2018-10-22 04:15:34,868,delicately lay entwined in an intimate daze ✨ | he/him,False,False,"17, 🇵🇭🇨🇦",995,21233,9
,1324056668070580224,2020-11-04 18:31:24,RT @ProtectRosa: #ProtectTheResults  events are springing up all over Sonoma County and the country. We are meeting to demand that all vote…,1,0,False,,,"{'text': 'ProtectTheResults', 'indices': [17, 35]}","{'screen_name': 'ProtectRosa', 'name': 'Protect the Results - Santa Rosa', 'id': 1322318870007304192, 'id_str': '1322318870007304192', 'indices': [3, 15]}",Plume for Android,http://www.myplume.com/,13794302,knyhus,knyhus,2008-02-21 23:01:25,12,,False,False,,45,122,0
